userid,age,  Gender  ,location,  Income  ,debt,  Owns Property  ,profession,  Demographics  ,  Platform  ,  Total Time Spent  ,number of sessions,video id,video category,  Video Length  ,  Engagement  ,  Importance Score  ,time spent on video,  Number Of Videos Watched  ,  Scroll Rate  ,  Frequency  ,productivityloss,  Satisfaction  ,  Watch Reason  ,  Devicetype  ,  Os  ,  Watch Time  ,  Self Control  ,  Addiction Level  ,currentactivity,connectiontype,  Favorite Day Of The Week  ,coffee preference,  Random Quote  ,  Mood Today  ,  Shoe Size  ,  Breakfast Item  ,  Favorite Emoji  ,marital status,  Pet Name  
65,59,  Male  ,  United States  ,90968,  True  ,  False  ,  Teacher  ,  Rural  ,  Facebook  ,66,11,8206,  Life Hacks  ,19,3996,9,12,30,48,  nan  ,5,5,  Entertainment  ,  Smartphone  ,  Android  ,  5:00 PM  ,7,3,  At school  ,  Mobile Data  ,  Friday  ,  None  ,  Keep going  ,  Happy  ,5,  Pancakes  ,  😂  ,  Single  ,  Buddy  
66,21,  Other  ,  India  ,40644,  False  ,  False  ,  Teacher  ,  Rural  ,  TikTok  ,220,8,257,  Life Hacks  ,27,4786,4,18,22,63,  Afternoon  ,5,5,  Habit  ,  Smartphone  ,  MacOS  ,  5:00 PM  ,7,3,  At home  ,  Mobile Data  ,  Monday  ,  Espresso  ,  Keep going  ,  Happy  ,8,  Pancakes  ,  💡  ,  Single  ,  Max  
67,46,  Other  ,  India  ,38745,  False  ,  True  ,  Cashier  ,  Rural  ,  YouTube  ,277,3,1722,  Gaming  ,5,5695,5,24,9,40,  nan  ,6,4,  Boredom  ,  Smartphone  ,  Android  ,  2:00 PM  ,8,2,  Commuting  ,  Mobile Data  ,  Monday  ,  Cappuccino  ,  Carpe Diem  ,  Tired  ,11,  Cereal  ,  😊  ,  Married  ,  Luna  
68,35,  Male  ,  Mexico  ,48228,  False  ,  False  ,  Students  ,  Rural  ,  Facebook  ,219,7,1424,  Trends  ,13,,8,14,44,84,  Evening  ,6,4,  Boredom  ,  Smartphone  ,  MacOS  ,  2:00 PM  ,8,2,  At home  ,  Mobile Data  ,  Wednesday  ,  Latte  ,  Carpe Diem  ,  Anxious  ,,  Nothing  ,  😊  ,  Single  ,  None  
69,43,  Male  ,  Vietnam  ,54521,  True  ,  False  ,  Artist  ,  Rural  ,  Instagram  ,26,7,4954,  Life Hacks  ,16,,1,15,48,15,  nan  ,3,7,  Habit  ,  Smartphone  ,  MacOS  ,  9:00 PM  ,5,5,  At home  ,  Wi-Fi  ,  Saturday  ,  Cappuccino  ,  Live Laugh Love  ,  Excited  ,5,  Cereal  ,  😂  ,  Divorced  ,  None  
70,61,  Female  ,  Mexico  ,46928,  False  ,  False  ,  Students  ,  Rural  ,  YouTube  ,295,14,2991,  Gaming  ,1,2366,1,15,4,99,  nan  ,6,4,  Habit  ,  Computer  ,  Android  ,  2:00 PM  ,8,2,  At home  ,  Mobile Data  ,  Friday  ,  Latte  ,  Hakuna Matata  ,  Happy  ,10,  Nothing  ,  😊  ,  Single  ,  None  
71,51,  Female  ,  Vietnam  ,38322,  False  ,  False  ,  Students  ,  Rural  ,  Facebook  ,212,2,1196,  Pranks  ,13,6764,9,5,37,6,  nan  ,5,5,  Entertainment  ,  Tablet  ,  iOS  ,  5:00 PM  ,7,3,  At school  ,  Mobile Data  ,  Tuesday  ,  None  ,  YOLO  ,  Tired  ,7,  Pancakes  ,  😂  ,  Single  ,  Max  
72,27,  Male  ,  Indonesia  ,77714,  True  ,  True  ,  Labor/Worker  ,  Urban  ,  Instagram  ,108,10,4560,  Life Hacks  ,22,8976,9,16,8,94,  nan  ,3,7,  Boredom  ,  Smartphone  ,  Windows  ,  9:00 PM  ,5,5,  At home  ,  Wi-Fi  ,  Friday  ,  Espresso  ,  Keep going  ,  Happy  ,9,  Omelette  ,  💡  ,  Complicated  ,  Max  
73,53,  Male  ,  Vietnam  ,82292,  nan  ,  nan  ,  Engineer  ,  Rural  ,  Facebook  ,288,19,4366,  Comedy  ,11,9273,4,5,1,63,  Evening  ,6,4,  Entertainment  ,  Computer  ,  Windows  ,  2:00 PM  ,8,2,  At school  ,  Mobile Data  ,  Sunday  ,  Latte  ,  YOLO  ,  Happy  ,9,  Cereal  ,  😂  ,  Complicated  ,  None  
74,31,  Female  ,  Germany  ,49055,  False  ,  True  ,  Waiting staff  ,  Urban  ,  YouTube  ,218,9,,  Jokes/Memes  ,21,1614,2,2,28,8,  Night  ,3,7,  Boredom  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At home  ,  Mobile Data  ,  Friday  ,  Espresso  ,  YOLO  ,  Excited  ,12,  Toast  ,  😂  ,  nan  ,  Luna  
75,48,  Other  ,  Philippines  ,62891,  True  ,  False  ,  driver  ,  Rural  ,  YouTube  ,138,16,6767,  Jokes/Memes  ,8,4555,9,20,6,95,  Night  ,3,7,  Procrastination  ,  Computer  ,  MacOS  ,  9:00 PM  ,5,5,  At school  ,  Mobile Data  ,  Saturday  ,  Black  ,  Carpe Diem  ,  Sad  ,,  Nothing  ,  nan  ,  Married  ,  Bella  
76,32,  Male  ,  United States  ,26588,  False  ,  True  ,  Labor/Worker  ,  Rural  ,  YouTube  ,297,19,,  Jokes/Memes  ,25,2416,4,28,47,32,  nan  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At home  ,  Mobile Data  ,  Sunday  ,  Cappuccino  ,  Keep going  ,  Excited  ,9,  Toast  ,  😴  ,  Complicated  ,  Bella  
77,25,  Female  ,  India  ,26304,  False  ,  False  ,  driver  ,  Rural  ,  TikTok  ,261,18,1307,  Pranks  ,8,,6,25,36,45,  Night  ,3,7,  Procrastination  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  Commuting  ,  Wi-Fi  ,  Thursday  ,  Black  ,  YOLO  ,  Tired  ,6,  Pancakes  ,  🔥  ,  Divorced  ,  Max  
78,31,  Male  ,  India  ,27345,  False  ,  True  ,  Labor/Worker  ,  Rural  ,  Facebook  ,274,9,2403,  Life Hacks  ,24,6862,1,9,11,52,  Afternoon  ,5,5,  Procrastination  ,  Tablet  ,  Android  ,  5:00 PM  ,7,3,  Commuting  ,  Mobile Data  ,  Friday  ,  Latte  ,  Carpe Diem  ,  Happy  ,7,  Pancakes  ,  😂  ,  Married  ,  Luna  
79,40,  Other  ,  Japan  ,49300,  False  ,  False  ,  Labor/Worker  ,  Rural  ,  TikTok  ,280,16,497,  Vlogs  ,28,,9,22,5,79,  Evening  ,6,4,  Boredom  ,  Smartphone  ,  iOS  ,  2:00 PM  ,8,2,  At school  ,  Wi-Fi  ,  Wednesday  ,  Black  ,  Carpe Diem  ,  Tired  ,5,  Pancakes  ,  🔥  ,  Married  ,  Max  
80,57,  Male  ,  United States  ,44259,  False  ,  True  ,  driver  ,  Rural  ,  YouTube  ,197,13,,  Jokes/Memes  ,14,,5,27,24,82,  nan  ,3,7,  Habit  ,  Tablet  ,  Windows  ,  9:00 PM  ,5,5,  At school  ,  Mobile Data  ,  Friday  ,  Latte  ,  Keep going  ,  Happy  ,9,  Cereal  ,  🔥  ,  Married  ,  None  
81,38,  Male  ,  United States  ,35352,  False  ,  False  ,  driver  ,  nan  ,  Instagram  ,223,10,910,  Gaming  ,13,496,3,9,47,13,  Evening  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  2:00 PM  ,8,2,  At home  ,  Mobile Data  ,  Monday  ,  Cappuccino  ,  YOLO  ,  Sad  ,6,  Cereal  ,  🔥  ,  Complicated  ,  Bella  
82,33,  Male  ,  Pakistan  ,53365,  True  ,  True  ,  Labor/Worker  ,  Urban  ,  Facebook  ,292,14,373,  Jokes/Memes  ,3,504,4,4,18,24,  Afternoon  ,5,5,  Entertainment  ,  Smartphone  ,  Android  ,  5:00 PM  ,7,3,  At school  ,  Mobile Data  ,  Tuesday  ,  Espresso  ,  Live Laugh Love  ,  Happy  ,8,  Pancakes  ,  💡  ,  Married  ,  None  
83,62,  Male  ,  Philippines  ,39446,  False  ,  False  ,  Students  ,  Rural  ,  TikTok  ,220,12,6237,  Pranks  ,4,7699,1,15,20,40,  Evening  ,6,4,  Entertainment  ,  Smartphone  ,  MacOS  ,  2:00 PM  ,8,2,  Commuting  ,  Mobile Data  ,  Thursday  ,  Cappuccino  ,  YOLO  ,  Anxious  ,11,  Cereal  ,  💡  ,  Complicated  ,  Luna  
84,35,  Male  ,  India  ,22336,  nan  ,  True  ,  Waiting staff  ,  Urban  ,  Facebook  ,85,19,1345,  Entertainment  ,27,5733,9,11,28,14,  nan  ,5,5,  Boredom  ,  Smartphone  ,  Android  ,  5:00 PM  ,7,3,  At work  ,  Mobile Data  ,  Wednesday  ,  Espresso  ,  YOLO  ,  Excited  ,6,  Nothing  ,  🔥  ,  Single  ,  Luna  
85,64,  Male  ,  Barzil  ,82032,  True  ,  False  ,  Labor/Worker  ,  Urban  ,  Instagram  ,157,7,8516,  Jokes/Memes  ,20,8055,8,1,13,92,  Night  ,3,7,  Boredom  ,  Tablet  ,  iOS  ,  9:00 PM  ,5,5,  At home  ,  Wi-Fi  ,  Thursday  ,  Espresso  ,  YOLO  ,  Tired  ,7,  Nothing  ,  😂  ,  Married  ,  Max  
86,41,  Other  ,  India  ,95415,  True  ,  True  ,  Waiting staff  ,  nan  ,  TikTok  ,222,15,2432,  Life Hacks  ,15,3216,4,18,5,75,  Night  ,3,7,  nan  ,  Smartphone  ,  iOS  ,  9:00 PM  ,5,5,  At home  ,  Wi-Fi  ,  Saturday  ,  Latte  ,  YOLO  ,  Sad  ,9,  Toast  ,  😊  ,  Divorced  ,  Bella  
87,43,  Female  ,  Indonesia  ,27521,  False  ,  False  ,  Engineer  ,  Rural  ,  YouTube  ,118,16,4671,  Trends  ,15,5688,2,29,30,70,  Night  ,3,7,  Habit  ,  Computer  ,  iOS  ,  9:00 PM  ,5,5,  At home  ,  Wi-Fi  ,  Friday  ,  None  ,  Hakuna Matata  ,  Tired  ,6,  Omelette  ,  😴  ,  Married  ,  Luna  
88,42,  Other  ,  United States  ,91707,  nan  ,  True  ,  Manager  ,  nan  ,  TikTok  ,138,8,2785,  Life Hacks  ,27,9600,9,1,1,62,  Night  ,3,7,  Entertainment  ,  Computer  ,  MacOS  ,  9:00 PM  ,5,5,  At home  ,  Mobile Data  ,  Friday  ,  None  ,  YOLO  ,  Sad  ,,  Pancakes  ,  😂  ,  Complicated  ,  Bella  
89,62,  Female  ,  United States  ,43481,  False  ,  False  ,  Students  ,  Rural  ,  Facebook  ,19,10,9408,  Jokes/Memes  ,21,4364,4,8,22,89,  Night  ,3,7,  nan  ,  Smartphone  ,  MacOS  ,  9:00 PM  ,5,5,  At work  ,  Mobile Data  ,  Friday  ,  None  ,  Keep going  ,  Tired  ,10,  Toast  ,  😂  ,  Married  ,  Bella  
90,58,  Female  ,  Germany  ,38474,  False  ,  True  ,  Waiting staff  ,  Rural  ,  Facebook  ,56,4,1696,  Jokes/Memes  ,13,6042,9,25,18,61,  Night  ,3,7,  Entertainment  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At school  ,  Wi-Fi  ,  Saturday  ,  None  ,  Carpe Diem  ,  Sad  ,5,  Toast  ,  💡  ,  Married  ,  Luna  
91,46,  Male  ,  United States  ,66760,  nan  ,  False  ,  Waiting staff  ,  Rural  ,  Facebook  ,105,19,,  Jokes/Memes  ,9,1477,3,16,46,1,  Afternoon  ,5,5,  Boredom  ,  Tablet  ,  Android  ,  5:00 PM  ,7,3,  At school  ,  Mobile Data  ,  Tuesday  ,  Cappuccino  ,  Carpe Diem  ,  Tired  ,7,  Toast  ,  😊  ,  Single  ,  Buddy  
92,32,  Male  ,  India  ,75718,  True  ,  nan  ,  Students  ,  Rural  ,  Facebook  ,112,19,4815,  Jokes/Memes  ,28,4960,7,26,5,89,  Night  ,3,7,  Boredom  ,  Smartphone  ,  iOS  ,  9:00 PM  ,5,5,  Commuting  ,  Wi-Fi  ,  Tuesday  ,  Cappuccino  ,  Carpe Diem  ,  Tired  ,9,  Pancakes  ,  😊  ,  Single  ,  Buddy  
93,62,  Female  ,  India  ,64629,  True  ,  False  ,  Students  ,  Rural  ,  YouTube  ,155,15,781,  Trends  ,25,,7,28,31,66,  Night  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At school  ,  Mobile Data  ,  Thursday  ,  Espresso  ,  Live Laugh Love  ,  Happy  ,10,  Nothing  ,  😴  ,  Divorced  ,  Bella  
94,18,  Male  ,  India  ,65232,  True  ,  nan  ,  driver  ,  Rural  ,  TikTok  ,36,14,1020,  Vlogs  ,10,,4,22,6,32,  Night  ,3,7,  Boredom  ,  Tablet  ,  iOS  ,  9:00 PM  ,5,5,  At work  ,  Wi-Fi  ,  Thursday  ,  Espresso  ,  Hakuna Matata  ,  Tired  ,6,  Pancakes  ,  🔥  ,  Married  ,  Luna  
95,42,  Other  ,  Vietnam  ,87169,  True  ,  True  ,  Manager  ,  Rural  ,  YouTube  ,229,1,1404,  Life Hacks  ,29,,2,18,27,13,  nan  ,6,4,  Habit  ,  Computer  ,  iOS  ,  2:00 PM  ,8,2,  At work  ,  Wi-Fi  ,  Saturday  ,  Cappuccino  ,  Keep going  ,  Tired  ,11,  Pancakes  ,  😴  ,  Complicated  ,  None  
96,24,  Other  ,  Pakistan  ,70669,  True  ,  True  ,  Students  ,  Rural  ,  YouTube  ,27,16,1427,  Jokes/Memes  ,12,6194,9,22,25,33,  Morning  ,8,2,  nan  ,  Smartphone  ,  Android  ,  8:00 AM  ,10,0,  At home  ,  Wi-Fi  ,  Thursday  ,  Espresso  ,  Keep going  ,  Happy  ,10,  Omelette  ,  💡  ,  Complicated  ,  None  
97,26,  Male  ,  United States  ,98021,  True  ,  True  ,  Students  ,  Urban  ,  YouTube  ,176,10,,  ASMR  ,14,,4,9,29,32,  Evening  ,6,4,  nan  ,  Smartphone  ,  iOS  ,  2:00 PM  ,8,2,  At home  ,  Wi-Fi  ,  Friday  ,  Espresso  ,  Live Laugh Love  ,  Sad  ,7,  Toast  ,  nan  ,  Single  ,  None  
98,41,  Female  ,  United States  ,89184,  True  ,  False  ,  Waiting staff  ,  Urban  ,  Facebook  ,91,19,5869,  Jokes/Memes  ,1,7730,8,12,28,56,  nan  ,5,5,  nan  ,  Tablet  ,  Android  ,  5:00 PM  ,7,3,  At work  ,  Mobile Data  ,  Sunday  ,  Espresso  ,  YOLO  ,  Excited  ,,  Cereal  ,  💡  ,  Divorced  ,  Luna  
99,18,  Male  ,  India  ,67945,  True  ,  True  ,  Engineer  ,  Rural  ,  Facebook  ,81,3,11,  ASMR  ,14,1499,2,19,16,24,  Night  ,3,7,  Entertainment  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At work  ,  Wi-Fi  ,  Saturday  ,  Black  ,  Keep going  ,  Excited  ,10,  Omelette  ,  🔥  ,  Married  ,  Bella  
100,61,  Female  ,  Mexico  ,33140,  False  ,  False  ,  Waiting staff  ,  Urban  ,  Facebook  ,263,5,,  Pranks  ,14,7235,8,25,12,91,  Evening  ,6,4,  nan  ,  Tablet  ,  iOS  ,  2:00 PM  ,8,2,  At home  ,  Wi-Fi  ,  Monday  ,  Latte  ,  Hakuna Matata  ,  Excited  ,7,  Omelette  ,  💡  ,  Divorced  ,  Bella  
101,25,  Male  ,  Germany  ,34357,  False  ,  False  ,  Engineer  ,  Rural  ,  TikTok  ,171,9,9231,  Vlogs  ,8,595,5,18,20,4,  Afternoon  ,5,5,  Boredom  ,  Tablet  ,  Android  ,  5:00 PM  ,7,3,  At work  ,  Wi-Fi  ,  Friday  ,  Espresso  ,  YOLO  ,  Tired  ,12,  Cereal  ,  😴  ,  Complicated  ,  Bella  
102,41,  Male  ,  Germany  ,88673,  nan  ,  False  ,  Waiting staff  ,  Rural  ,  Instagram  ,47,18,2826,  Jokes/Memes  ,16,978,7,27,18,88,  Night  ,3,7,  Boredom  ,  Smartphone  ,  iOS  ,  9:00 PM  ,5,5,  Commuting  ,  Mobile Data  ,  Monday  ,  None  ,  Keep going  ,  Happy  ,7,  Pancakes  ,  💡  ,  Single  ,  Bella  
103,28,  Male  ,  India  ,85633,  True  ,  False  ,  Engineer  ,  Urban  ,  Facebook  ,210,11,7465,  Jokes/Memes  ,14,730,7,5,34,23,  Night  ,3,7,  Entertainment  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At school  ,  Wi-Fi  ,  Monday  ,  Cappuccino  ,  YOLO  ,  Tired  ,,  Pancakes  ,  😂  ,  Single  ,  Luna  
104,34,  Female  ,  Japan  ,96943,  True  ,  False  ,  Engineer  ,  Rural  ,  TikTok  ,209,16,3004,  Gaming  ,1,56,9,27,23,29,  Night  ,3,7,  Habit  ,  Tablet  ,  Windows  ,  9:00 PM  ,5,5,  At work  ,  Mobile Data  ,  Wednesday  ,  Latte  ,  YOLO  ,  Tired  ,9,  Nothing  ,  💡  ,  Complicated  ,  None  
105,25,  Female  ,  India  ,98258,  True  ,  True  ,  driver  ,  Urban  ,  Facebook  ,264,2,9268,  Gaming  ,16,,3,2,45,98,  Night  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At home  ,  Mobile Data  ,  Sunday  ,  Cappuccino  ,  Keep going  ,  Happy  ,,  Nothing  ,  😴  ,  Complicated  ,  None  
106,52,  Male  ,  Philippines  ,32924,  False  ,  False  ,  Labor/Worker  ,  Rural  ,  Facebook  ,188,12,7196,  Comedy  ,18,5879,4,7,27,21,  Evening  ,6,4,  Entertainment  ,  Smartphone  ,  iOS  ,  2:00 PM  ,8,2,  At home  ,  Mobile Data  ,  Wednesday  ,  None  ,  Keep going  ,  Excited  ,11,  Omelette  ,  😴  ,  Complicated  ,  Max  
107,52,  Female  ,  Japan  ,89286,  True  ,  False  ,  Labor/Worker  ,  Urban  ,  YouTube  ,44,6,6721,  Jokes/Memes  ,7,1701,4,27,49,30,  Night  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At home  ,  Mobile Data  ,  Saturday  ,  Latte  ,  YOLO  ,  Excited  ,,  Toast  ,  💡  ,  Single  ,  None  
108,50,  Male  ,  Barzil  ,94071,  True  ,  True  ,  Waiting staff  ,  Rural  ,  YouTube  ,91,11,3089,  Pranks  ,15,7229,5,10,17,90,  Night  ,3,7,  Entertainment  ,  Smartphone  ,  Windows  ,  9:00 PM  ,5,5,  At work  ,  Wi-Fi  ,  Friday  ,  Black  ,  Live Laugh Love  ,  Happy  ,,  Cereal  ,  😊  ,  Married  ,  Buddy  
109,22,  Male  ,  Mexico  ,77326,  nan  ,  True  ,  Artist  ,  Rural  ,  YouTube  ,229,8,1790,  Gaming  ,24,1286,6,15,48,20,  Evening  ,6,4,  Entertainment  ,  Computer  ,  Android  ,  2:00 PM  ,8,2,  At home  ,  Wi-Fi  ,  Sunday  ,  None  ,  Keep going  ,  Sad  ,5,  Pancakes  ,  😂  ,  nan  ,  None  
110,59,  Male  ,  Germany  ,50651,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  TikTok  ,167,12,3037,  Jokes/Memes  ,17,8303,3,25,21,16,  Night  ,3,7,  Procrastination  ,  Tablet  ,  Android  ,  9:00 PM  ,5,5,  At work  ,  Mobile Data  ,  Wednesday  ,  Espresso  ,  Keep going  ,  Happy  ,10,  Pancakes  ,  💡  ,  Single  ,  None  
111,56,  Female  ,  India  ,90202,  True  ,  False  ,  Waiting staff  ,  Rural  ,  Instagram  ,13,2,,  Jokes/Memes  ,19,9393,4,7,40,67,  nan  ,3,7,  Entertainment  ,  Smartphone  ,  iOS  ,  9:00 PM  ,5,5,  At home  ,  Wi-Fi  ,  Thursday  ,  Black  ,  Hakuna Matata  ,  Excited  ,,  Omelette  ,  😊  ,  Complicated  ,  Luna  
112,58,  Female  ,  Barzil  ,68777,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  Instagram  ,176,9,7599,  Pranks  ,23,947,3,28,31,49,  Evening  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  2:00 PM  ,8,2,  At home  ,  Wi-Fi  ,  Monday  ,  Cappuccino  ,  Carpe Diem  ,  Anxious  ,10,  Cereal  ,  😊  ,  Married  ,  Bella  
113,45,  Female  ,  Vietnam  ,36994,  False  ,  False  ,  Labor/Worker  ,  Rural  ,  TikTok  ,213,15,4839,  Jokes/Memes  ,13,4121,2,5,3,58,  nan  ,6,4,  Procrastination  ,  Smartphone  ,  Android  ,  2:00 PM  ,8,2,  At work  ,  Mobile Data  ,  Wednesday  ,  Latte  ,  Live Laugh Love  ,  Happy  ,10,  Nothing  ,  😂  ,  Divorced  ,  Max  
114,24,  Male  ,  Indonesia  ,87263,  True  ,  True  ,  Teacher  ,  Rural  ,  Facebook  ,203,2,,  Jokes/Memes  ,9,6553,9,15,17,44,  nan  ,6,4,  nan  ,  Computer  ,  Windows  ,  2:00 PM  ,8,2,  At home  ,  Wi-Fi  ,  Friday  ,  Cappuccino  ,  Carpe Diem  ,  Happy  ,,  Cereal  ,  😂  ,  Single  ,  Bella  
115,26,  Male  ,  United States  ,79634,  True  ,  False  ,  Students  ,  Rural  ,  TikTok  ,244,1,3654,  Entertainment  ,24,757,1,20,26,25,  Night  ,3,7,  nan  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At school  ,  Mobile Data  ,  Monday  ,  Cappuccino  ,  YOLO  ,  Anxious  ,12,  Omelette  ,  💡  ,  Single  ,  None  
116,25,  Male  ,  Barzil  ,30800,  False  ,  False  ,  Students  ,  Urban  ,  Facebook  ,215,10,4300,  Life Hacks  ,24,5651,2,28,23,23,  Night  ,3,7,  Boredom  ,  Smartphone  ,  iOS  ,  9:00 PM  ,5,5,  At school  ,  Mobile Data  ,  Thursday  ,  Latte  ,  YOLO  ,  Tired  ,11,  Nothing  ,  nan  ,  Complicated  ,  Max  
117,29,  Female  ,  Philippines  ,57823,  True  ,  False  ,  Cashier  ,  nan  ,  TikTok  ,159,2,9269,  Entertainment  ,15,,8,20,6,59,  Evening  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  2:00 PM  ,8,2,  At work  ,  Wi-Fi  ,  Friday  ,  None  ,  Carpe Diem  ,  Tired  ,6,  Omelette  ,  😂  ,  nan  ,  Luna  
118,51,  Male  ,  United States  ,83878,  True  ,  False  ,  driver  ,  nan  ,  TikTok  ,168,12,974,  Life Hacks  ,25,3535,7,15,28,1,  Evening  ,6,4,  Habit  ,  Smartphone  ,  iOS  ,  2:00 PM  ,8,2,  At work  ,  Wi-Fi  ,  Friday  ,  Black  ,  Hakuna Matata  ,  Happy  ,8,  Pancakes  ,  💡  ,  Complicated  ,  Max  
119,50,  Other  ,  India  ,38708,  False  ,  True  ,  Labor/Worker  ,  Rural  ,  TikTok  ,288,8,7084,  Life Hacks  ,26,2293,1,10,8,97,  Evening  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  2:00 PM  ,8,2,  At work  ,  Mobile Data  ,  Sunday  ,  Espresso  ,  Keep going  ,  Tired  ,6,  Cereal  ,  😊  ,  Single  ,  Max  
120,40,  Female  ,  Pakistan  ,32819,  False  ,  False  ,  Engineer  ,  Rural  ,  Instagram  ,175,5,,  Gaming  ,3,1104,5,24,45,15,  Night  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At home  ,  Wi-Fi  ,  Wednesday  ,  Espresso  ,  Keep going  ,  Happy  ,7,  Nothing  ,  😴  ,  Married  ,  Luna  
121,41,  Other  ,  Vietnam  ,94905,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  YouTube  ,77,1,9492,  Life Hacks  ,24,8853,6,26,8,81,  nan  ,3,7,  Habit  ,  Tablet  ,  Android  ,  9:00 PM  ,5,5,  At work  ,  Mobile Data  ,  Friday  ,  Black  ,  YOLO  ,  Excited  ,10,  Cereal  ,  💡  ,  Married  ,  Buddy  
122,54,  Other  ,  Barzil  ,83870,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  TikTok  ,97,15,3407,  Gaming  ,1,908,5,29,19,98,  nan  ,3,7,  Habit  ,  Tablet  ,  iOS  ,  9:00 PM  ,5,5,  At home  ,  Mobile Data  ,  Monday  ,  Espresso  ,  Carpe Diem  ,  Sad  ,5,  Cereal  ,  😂  ,  nan  ,  Bella  
123,52,  Female  ,  Mexico  ,29283,  False  ,  True  ,  Artist  ,  nan  ,  Instagram  ,226,6,,  Trends  ,16,6539,4,26,38,81,  Evening  ,6,4,  Habit  ,  Smartphone  ,  iOS  ,  2:00 PM  ,8,2,  Commuting  ,  Mobile Data  ,  Thursday  ,  Black  ,  Hakuna Matata  ,  Tired  ,,  Cereal  ,  😊  ,  Divorced  ,  None  
124,61,  Other  ,  India  ,50573,  True  ,  False  ,  Waiting staff  ,  Rural  ,  YouTube  ,10,12,9351,  Comedy  ,8,4617,1,14,29,52,  Evening  ,6,4,  Boredom  ,  Smartphone  ,  Windows  ,  2:00 PM  ,8,2,  At home  ,  Wi-Fi  ,  Friday  ,  None  ,  YOLO  ,  Tired  ,9,  Nothing  ,  😴  ,  nan  ,  Luna  
125,57,  Male  ,  United States  ,98707,  True  ,  True  ,  driver  ,  Rural  ,  YouTube  ,144,8,3130,  ASMR  ,29,7069,7,26,23,58,  Night  ,3,7,  Boredom  ,  Smartphone  ,  iOS  ,  9:00 PM  ,5,5,  At home  ,  Wi-Fi  ,  Friday  ,  Espresso  ,  Live Laugh Love  ,  Excited  ,9,  Omelette  ,  💡  ,  Complicated  ,  Max  
126,39,  Female  ,  India  ,50933,  True  ,  False  ,  driver  ,  Rural  ,  TikTok  ,194,13,105,  Gaming  ,23,2311,9,26,47,41,  Evening  ,6,4,  Entertainment  ,  Tablet  ,  Android  ,  2:00 PM  ,8,2,  At school  ,  Mobile Data  ,  Wednesday  ,  Cappuccino  ,  Carpe Diem  ,  Happy  ,8,  Cereal  ,  😂  ,  Single  ,  None  
127,44,  Female  ,  Barzil  ,25774,  False  ,  True  ,  Cashier  ,  Rural  ,  Facebook  ,149,19,7434,  Pranks  ,13,789,6,10,32,44,  Night  ,3,7,  Habit  ,  Computer  ,  iOS  ,  9:00 PM  ,5,5,  At school  ,  Mobile Data  ,  Friday  ,  Cappuccino  ,  YOLO  ,  Tired  ,7,  Nothing  ,  💡  ,  Complicated  ,  Luna  
128,52,  Male  ,  Mexico  ,92055,  nan  ,  False  ,  Labor/Worker  ,  Rural  ,  Facebook  ,115,1,7690,  Pranks  ,8,171,3,17,10,4,  Night  ,3,7,  Boredom  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At school  ,  Wi-Fi  ,  Sunday  ,  Latte  ,  Keep going  ,  Tired  ,,  Pancakes  ,  😴  ,  Married  ,  None  
129,18,  Other  ,  Philippines  ,30983,  False  ,  True  ,  Waiting staff  ,  Rural  ,  Facebook  ,142,11,3568,  Vlogs  ,17,7989,4,21,27,77,  Afternoon  ,5,5,  Entertainment  ,  Smartphone  ,  Android  ,  5:00 PM  ,7,3,  At school  ,  Wi-Fi  ,  Monday  ,  Cappuccino  ,  Live Laugh Love  ,  Anxious  ,,  Nothing  ,  🔥  ,  Married  ,  Max  
130,52,  Female  ,  Indonesia  ,38133,  False  ,  False  ,  Students  ,  Urban  ,  TikTok  ,117,1,4349,  Jokes/Memes  ,22,1885,5,14,49,68,  Evening  ,6,4,  Habit  ,  Tablet  ,  MacOS  ,  2:00 PM  ,8,2,  At home  ,  Wi-Fi  ,  Tuesday  ,  None  ,  YOLO  ,  Happy  ,8,  Nothing  ,  😂  ,  Complicated  ,  None  
